326.6763,297.747,280.7215,268.4636,259.8093,253.0918,247.3915
305.3932,274.2268,252.2153,235.5205,222.5449,211.4499,203.4119
293.5197,259.9351,237.0971,219.9304,206.4127,195.1012,185.9623
290.133,253.5813,229.9656,212.4823,198.9126,187.5982,178.1391
288.4207,249.6991,225.7236,208.1526,193.9519,182.982,173.5248
287.2695,246.6794,222.5412,204.4974,190.2277,179.5097,169.8911
286.8015,244.2795,219.6643,201.0908,187.1065,176.1992,166.9133
286.363,242.0706,216.8242,198.5256,182.4335,167.5609,154.4444
281.1417,233.9854,206.4648,185.7928,168.8334,154.6568,142.546
265.1546,219.2378,192.4382,172.3018,156.1773,143.2866,131.8785
250.6522,205.476,179.2772,159.9397,145.4209,133.1118,122.1597
237.8115,193.1832,167.6372,149.5732,135.5988,123.9801,114.145
226.2891,182.3723,157.8233,140.6742,127.4059,116.5808,107.5051
216.6127,173.8973,149.8991,133.4215,120.7681,110.5794,102.3597
209.6064,167.4046,143.5063,127.5297,115.6047,106.0178,98.1203
204.1626,162.3281,138.318,122.8438,111.6615,102.3827,94.8051
200.0495,158.5157,134.4935,119.6385,108.7752,99.8163,92.5587
197.138,156.0344,132.2126,117.6068,106.8335,98.2183,91.014
195.4597,154.9792,130.9082,116.3963,105.6765,97.2048,90.1992
195.0687,154.8567,130.4095,115.956,105.5762,97.0628,90.1946
195.7206,155.5921,130.7674,116.1085,105.7844,97.1673,90.2839
196.8322,156.6693,131.3698,116.4474,106.0601,97.3785,90.4533
198.0736,157.7333,132.0106,116.8162,106.448,97.5539,90.693
199.2886,158.838,132.6708,117.1586,106.7127,97.8498,90.7769
200.5143,160.0414,133.3243,117.5273,107.0363,98.0494,90.9906
201.6924,161.2565,133.9364,118.0196,107.2758,98.2967,91.1869
202.8365,162.3388,134.5876,118.4268,107.5315,98.507,91.3814
204.0647,163.6004,135.3072,118.8506,107.7096,98.7614,91.6089
205.2208,164.7473,136.0164,119.355,108.0285,99.0352,91.7213
206.3323,165.9014,136.7174,119.8499,108.3143,99.2407,91.9305
