111.1308,85.4499,63.6001,43.4874,24.0693,1.1624,-28.5273
104.0185,77.1548,53.5526,31.9734,5.8788,-21.6313,-53.7035
99.9538,72.7055,48.3861,22.1034,-5.9386,-33.0622,-66.682
98.7051,71.2243,46.1421,15.3515,-12.9021,-40.1601,-73.4476
97.9317,70.3332,41.3974,10.3922,-17.9909,-45.5359,-78.5125
97.2299,69.4214,36.8564,6.157,-22.6175,-49.7828,-82.9288
96.5104,65.4139,32.7978,1.975,-26.5239,-53.5398,-85.8832
93.8095,60.9663,28.7166,-1.7552,-29.9667,-56.9226,-88.3665
88.5107,56.8594,25.1819,-4.8797,-33.0898,-59.4681,-90.3042
83.5089,53.045,22.1063,-7.6804,-35.6191,-61.2502,-91.7819
78.9936,49.7621,19.4485,-10.0015,-37.4132,-62.8646,-92.727
75.2764,47.2349,17.4898,-11.3862,-38.7256,-63.876,-92.5136
72.803,45.7766,16.3193,-12.3406,-39.5503,-64.7627,-92.7852
71.6487,45.2607,16.0589,-12.6571,-39.8414,-64.9604,-92.1688
71.16,45.3264,16.2184,-12.4259,-39.6205,-65.0591,-91.4237
71.0416,45.6227,16.5729,-12.0764,-39.2183,-64.7359,-90.7996
71.0765,46.0932,17.2522,-11.2833,-38.528,-64.1603,-89.9497
71.1801,46.4821,17.8974,-10.4748,-37.8409,-63.5189,-89.1004
71.2654,46.9738,18.6594,-9.6852,-37.074,-62.8314,-88.5602
71.3806,47.4577,19.2813,-8.8326,-36.2488,-62.1898,-87.8721
71.5357,47.9832,19.8271,-8.1043,-35.3271,-61.3199,-86.9971
71.6866,48.4304,20.3768,-7.2425,-34.455,-60.6016,-86.1915
71.8033,48.8915,21.0806,-6.3449,-33.79,-59.8676,-85.4126
71.9958,49.3263,21.8313,-5.4471,-32.9153,-59.0924,-84.5259
72.1974,49.7633,22.6285,-4.6767,-31.9508,-58.455,-83.737
72.3925,50.2654,23.3553,-3.9272,-31.3177,-57.6621,-82.8069
72.6004,50.7592,24.155,-3.2149,-30.636,-56.9093,-82.2653
72.8505,51.235,24.9104,-2.3548,-29.6754,-56.2462,-81.6075
73.1529,51.7263,25.6693,-1.5925,-28.9135,-55.7067,-80.8544
73.4688,52.1425,26.2766,-0.7944,-28.134,-54.7253,-80.3532
