-163.7834,-121.7749,-77.0661,-30.8659,11.0792,39.0319
-167.186,-127.5677,-85.9245,-42.08,-0.3595,31.2578
-167.6595,-129.0197,-88.9845,-47.0332,-7.489,27.116
-166.5915,-128.7672,-90.0893,-49.5228,-11.2302,22.3791
-165.3484,-128.1607,-90.2366,-50.6741,-13.9077,18.7696
-164.0613,-127.6088,-90.6305,-52.2632,-16.2056,15.7732
-162.9995,-126.9179,-90.7707,-52.9549,-18.0949,12.9548
-161.7037,-125.9724,-90.2147,-53.376,-19.8909,10.3405
-160.5457,-124.7474,-89.7574,-53.4761,-21.5457,8.1682
-159.1471,-123.5322,-88.938,-53.3933,-22.8134,6.2408
-157.7066,-122.1472,-87.9938,-52.9016,-23.699,4.6396
-156.1077,-120.6956,-86.8899,-52.344,-24.3133,3.489
-154.4816,-119.1703,-85.6695,-51.6002,-24.6044,2.6577
-152.6989,-117.4555,-84.1893,-50.7905,-24.6516,2.0937
-150.9038,-115.6504,-82.7853,-50.2185,-24.4286,1.8481
-149.1484,-113.9889,-81.3121,-49.3266,-24.0766,1.8728
-147.3262,-112.3975,-79.8031,-48.3376,-23.35,2.0667
-145.5611,-110.7106,-78.2497,-47.4989,-22.6848,2.4011
-143.7698,-108.9845,-76.9424,-46.5745,-21.98,2.8214
-142.0688,-107.3769,-75.6618,-45.5359,-21.1462,3.1287
-140.3286,-105.745,-74.2962,-44.7128,-20.5869,3.589
-138.6609,-104.1431,-72.7647,-43.7016,-19.9236,3.811
-137.1198,-102.5941,-71.4974,-42.6795,-19.207,4.228
-135.4812,-101.1907,-70.0443,-41.8462,-18.5803,4.5171
-133.8766,-99.6747,-68.6098,-41.0392,-17.9085,4.7714
-132.2738,-98.2959,-67.4401,-40.1962,-17.3126,5.1712
-130.6479,-96.8687,-66.158,-39.3928,-16.6376,5.5582
-129.0895,-95.3562,-64.8997,-38.5497,-16.0677,5.8312
-127.5556,-93.9969,-63.6736,-37.8762,-15.5217,6.1912
-125.9854,-92.7411,-62.4846,-37.0265,-15.091,6.5234
