-173.0462,-135.117,-92.1076,-47.3488,-2.2189,28.275
-176.9831,-142.8842,-102.2198,-59.435,-15.7343,19.2663
-177.656,-145.9812,-106.9111,-65.1941,-22.199,13.9518
-176.5816,-146.5533,-109.3188,-68.4486,-26.0505,9.8224
-175.1999,-146.4987,-110.8632,-70.7234,-28.8316,6.4632
-173.6751,-145.992,-111.9576,-72.5765,-31.2455,3.4043
-172.3241,-145.4161,-112.616,-74.1393,-33.386,0.7182
-170.9178,-144.6023,-112.8857,-75.2276,-34.8977,-1.7139
-169.4919,-143.529,-112.7992,-75.7552,-36.1706,-3.7083
-167.9501,-142.3266,-112.3514,-76.0228,-37.4518,-5.3439
-166.3323,-140.9577,-111.6164,-75.9484,-38.3594,-6.5543
-164.6307,-139.3605,-110.626,-75.6917,-38.9712,-7.4903
-162.9088,-137.7243,-109.5159,-75.2593,-39.3273,-8.203
-161.0962,-135.9623,-108.2157,-74.6036,-39.4886,-8.5929
-159.2839,-134.1841,-106.8276,-73.8318,-39.411,-8.875
-157.5303,-132.4168,-105.3262,-72.996,-39.0709,-8.9251
-155.7319,-130.6787,-103.9386,-72.2033,-38.7045,-8.815
-153.9317,-128.9245,-102.4492,-71.3106,-38.3555,-8.611
-152.1128,-127.2362,-101.085,-70.4429,-37.9253,-8.4361
-150.3644,-125.4853,-99.6401,-69.4731,-37.5375,-8.2738
-148.6361,-123.765,-98.1268,-68.5098,-37.0652,-8.0887
-146.9403,-122.1199,-96.7126,-67.62,-36.6782,-7.882
-145.2431,-120.4545,-95.3324,-66.6209,-36.2545,-7.6834
-143.5853,-118.849,-93.9967,-65.5858,-35.7987,-7.4857
-141.996,-117.2988,-92.6232,-64.5973,-35.3228,-7.2345
-140.3793,-115.7094,-91.3772,-63.5375,-34.9454,-7.0246
-138.8266,-114.1867,-90.0232,-62.5921,-34.4242,-6.859
-137.2884,-112.6857,-88.7323,-61.5405,-33.99,-6.5938
-135.6806,-111.2636,-87.4417,-60.5368,-33.55,-6.3658
-134.1428,-109.8438,-86.1578,-59.5573,-33.2084,-6.1571
