-77.2657,-39.5898,0.0573,30.3569,57.1788,84.5417
-85.2955,-51.2276,-15.7933,16.4582,45.702,71.8301
-88.0443,-55.7843,-24.1574,5.9893,37.8409,64.3056
-89.038,-57.7948,-28.4463,-0.0171,30.838,61.1906
-89.9861,-59.6008,-31.3637,-4.1543,24.9578,55.8815
-91.0277,-61.1061,-33.9556,-7.7357,20.276,50.3007
-92.1321,-62.6906,-36.8925,-11.4266,16.0014,45.2994
-92.8889,-63.7762,-39.3137,-14.6439,12.0776,40.5317
-93.1914,-64.2252,-41.761,-17.2599,8.7647,36.4386
-93.0718,-65.5681,-43.5666,-19.9985,5.505,32.622
-92.3813,-66.3891,-44.9823,-21.9759,2.7948,29.4343
-91.3293,-66.7271,-45.734,-23.1616,1.0381,26.7279
-89.9581,-66.586,-45.9256,-23.8771,-0.1007,25.0668
-88.0715,-66.0516,-45.7133,-23.8969,-0.651,24.0015
-86.2874,-65.1399,-44.9599,-23.6,-0.7071,23.4413
-84.7988,-63.6861,-43.8558,-22.8776,-0.3543,23.2839
-83.2011,-62.2731,-42.6366,-22.0003,-0.0586,23.3133
-81.6132,-60.8015,-41.4173,-20.8964,0.6567,23.4536
-79.9433,-59.312,-40.2274,-19.8931,1.1944,23.6372
-78.3437,-57.8126,-38.8227,-18.9943,1.8472,23.8912
-76.7213,-56.4087,-37.6445,-18.0545,2.3837,24.1912
-75.2212,-54.9387,-36.4426,-17.2028,2.9894,24.3803
-73.7908,-53.5505,-35.2754,-16.1019,3.6173,24.7554
-72.3085,-52.1725,-34.0395,-15.3482,4.3726,24.9547
-70.8503,-50.7702,-32.7296,-14.4207,5.017,25.3645
-69.388,-49.4107,-31.5963,-13.4709,5.6226,25.7691
-67.9089,-48.0635,-30.435,-12.5007,6.0924,26.1685
-66.4838,-46.7624,-29.3798,-11.638,6.7212,26.4622
-65.1319,-45.5263,-28.1538,-10.7221,7.4851,26.9344
-63.752,-44.4041,-27.1569,-9.8362,8.1308,27.2382
