-90.3787,-59.4432,-20.7693,15.0976,41.14,67.5964
-98.784,-73.3948,-38.2629,-3.2228,27.2011,52.5865
-101.6766,-79.7368,-46.8459,-13.7001,17.5708,46.3695
-102.41,-82.4352,-51.8389,-19.906,10.6106,42.8728
-103.1244,-84.5763,-55.9668,-25.0784,4.857,36.8311
-103.9016,-86.3636,-59.3925,-29.8368,-0.1822,31.4493
-104.6789,-87.7137,-62.2485,-33.7475,-4.6899,26.553
-104.971,-88.4529,-64.2043,-37.3342,-8.6873,22.2771
-104.943,-88.6057,-65.6547,-40.4292,-12.1775,18.5299
-104.389,-88.3923,-67.3015,-42.9271,-14.9396,15.4831
-103.4097,-87.4965,-68.2722,-44.6652,-17.0899,13.0778
-102.1292,-86.3035,-68.7994,-45.8494,-18.5518,11.3001
-100.5595,-84.8837,-68.8538,-46.6227,-19.6435,9.901
-98.5638,-83.192,-68.3028,-46.6914,-20.1334,9.0103
-96.4768,-82.0156,-67.5048,-46.5722,-20.3393,8.471
-94.3359,-80.4721,-66.3428,-46.1329,-20.3656,8.1884
-92.2336,-78.8589,-65.0369,-45.3509,-19.9345,8.281
-90.1036,-77.248,-63.776,-44.536,-19.5945,8.4121
-87.9428,-75.5439,-62.3461,-43.7073,-19.1876,8.543
-85.8861,-73.9823,-60.9438,-42.8809,-18.738,8.7408
-84.178,-72.376,-59.65,-42,-18.2478,8.9373
-82.5945,-70.8284,-58.2337,-41.1155,-17.6869,9.191
-81.0272,-69.3157,-56.941,-40.1298,-17.1401,9.4282
-79.5057,-67.9384,-55.6791,-39.1108,-16.6041,9.6853
-78.0396,-66.5484,-54.4692,-38.19,-16.1315,9.8895
-76.5821,-65.0668,-53.2114,-37.1968,-15.6036,10.1332
-75.1882,-63.6811,-51.9007,-36.3075,-15.0824,10.4098
-73.787,-62.3028,-50.6574,-35.3981,-14.6071,10.6666
-72.3457,-60.9194,-49.4873,-34.5065,-14.0346,10.9567
-70.9725,-59.5698,-48.2498,-33.6101,-13.5639,11.148
