74.2573,67.5284,63.5897,60.8058,58.8078,57.2666,55.9472
69.4678,62.2456,57.3457,53.6203,50.6956,48.249,46.3854
66.7801,58.9444,53.8184,50.0992,47.0969,44.5477,42.4348
66.0439,57.5205,52.2226,48.3259,45.3871,42.7436,40.6797
65.623,56.5113,51.0715,47.1482,44.0927,41.6178,39.569
65.2877,55.5848,50.1509,46.1766,43.1109,40.1625,37.4612
64.9205,54.7966,48.7318,44.0041,40.0875,36.9519,34.3731
61.6586,51.507,45.4122,40.7949,37.0555,34.1441,31.7171
58.2525,48.2323,42.3067,37.8672,34.3985,31.6441,29.3679
55.1742,45.2348,39.4893,35.3764,32.1166,29.5219,27.4823
52.4855,42.615,37.1674,33.2089,30.1676,27.8655,25.9846
50.2431,40.5374,35.2304,31.4985,28.7164,26.5964,24.8513
48.575,38.9814,33.7598,30.2954,27.6543,25.6124,23.9308
47.4114,37.8533,32.7505,29.4276,26.8919,24.8865,23.2859
46.5669,37.1629,32.1077,28.8376,26.3719,24.4104,22.8466
46.1583,36.8676,31.7352,28.4815,26.0625,24.1407,22.5988
46.1097,36.8555,31.6212,28.4049,25.9947,24.0845,22.5236
46.3318,37.0274,31.6621,28.4147,25.9657,24.0733,22.5183
46.6051,37.2485,31.7396,28.4458,25.9844,24.0819,22.5297
46.8866,37.4866,31.8206,28.4881,26.0293,24.0824,22.5377
47.1748,37.7183,31.9212,28.518,26.0691,24.0819,22.5395
47.4526,37.9588,32.0345,28.5621,26.0907,24.1034,22.5537
47.7248,38.1788,32.1583,28.6123,26.1436,24.111,22.5786
47.9915,38.4104,32.2726,28.6663,26.1927,24.1494,22.5786
48.2579,38.6734,32.3984,28.7252,26.241,24.174,22.5898
48.5177,38.9312,32.5236,28.8181,26.2803,24.1972,22.6104
48.7692,39.1717,32.6568,28.9051,26.3245,24.2138,22.6359
49.0405,39.449,32.7978,28.9922,26.3443,24.2463,22.665
49.2941,39.7042,32.9421,29.0887,26.3958,24.2821,22.6767
49.5398,39.9596,33.0832,29.1766,26.4588,24.3288,22.6901
