321.0393,280.7133,251.001,225.2945,202.4012,181.3231,159.5322
299.7315,256.9088,222.4815,193.3125,167.2558,141.9522,118.3311
288.313,243.6295,207.7619,176.2308,149.5601,124.3694,100.6198
284.9349,238.5332,201.3062,169.0735,141.6949,116.5269,92.4324
283.0792,235.727,197.7119,164.7838,136.7032,111.4462,83.8486
281.6811,233.7923,195.0669,161.7947,133.1828,98.1607,63.7738
280.9115,232.2827,193.1112,156.6744,118.4888,82.4596,48.3864
280.3161,230.9516,186.3084,142.9377,104.7474,69.0485,35.6136
274.0548,220.2868,173.382,130.5421,92.0205,56.9912,24.647
258.3451,207.3337,161.1103,118.481,80.4557,46.4511,14.3797
244.1625,194.6971,149.313,107.558,70.55,37.0836,5.2013
231.1981,183.3671,138.9794,98.3733,61.6794,28.5022,-2.5288
219.7522,173.3702,130.2748,90.7066,54.3885,21.5195,-8.5634
210.069,165.3719,123.3989,84.3617,48.6136,16.3087,-13.6049
202.9359,159.0651,118.052,79.596,44.3376,12.6134,-17.2085
197.4114,154.1519,113.704,76.1942,41.4985,9.5515,-19.7779
193.2208,150.6823,111.0354,74.0225,39.4479,7.5335,-21.5164
190.3132,148.2054,109.772,73.1147,38.7394,6.8281,-22.4456
188.623,147.2292,109.3285,72.7444,38.6237,6.4293,-22.8375
188.1671,147.0047,109.8645,73.5531,39.266,7.1252,-22.2197
188.723,147.646,111.1086,74.7482,40.626,8.381,-21.1171
189.8629,148.6852,112.333,76.441,42.2099,9.577,-19.9692
191.0797,149.8891,113.7038,77.8098,43.5456,11.3633,-18.7952
192.288,151.1307,115.3818,79.3995,44.8911,12.5548,-17.6788
193.4986,152.1731,116.4649,80.6573,46.2102,13.622,-16.6222
194.727,153.2578,117.9252,82.089,47.5387,15.2334,-15.5273
195.9941,154.3444,119.16,83.4006,48.8735,16.3691,-14.6154
197.1417,155.4771,120.5443,84.9104,50.6059,17.7605,-13.7409
198.2793,156.6411,121.9605,86.3198,51.7357,18.8386,-12.3187
199.4824,157.7143,123.2172,87.7034,52.9863,20.1928,-11.3547
