168.3031,177.6758,196.0617,218.1116,241.9099,267.8689
152.2888,156.2918,169.045,187.1691,208.3831,230.7643
145.5639,146.0587,155.0244,169.5182,189.471,210.1811
144.6312,143.3023,149.8513,163.2421,180.258,200.6151
145.1753,142.2497,147.7049,159.0572,175.7713,194.9891
146.2067,141.6349,146.0107,156.521,171.8708,190.287
147.3215,138.3699,138.8159,148.3312,165.2645,186.9871
137.8129,127.0842,126.526,135.1683,151.0196,172.122
127.2073,116.7284,115.4954,123.5008,138.3164,158.7522
117.4885,106.422,104.4828,111.8696,126.2402,146.1322
108.4066,96.7799,94.4458,101.647,115.197,134.6657
100.552,88.7185,86.331,92.517,105.8102,124.8735
94.5522,82.5726,78.9308,85.0685,97.5449,115.9354
90.3698,77.8954,73.5146,78.4809,90.7688,108.5779
87.4028,74.3431,69.4415,73.9487,85.475,102.767
85.5742,72.3537,66.3145,70.8489,81.8389,98.5504
85.0014,71.4583,65.0245,68.7151,79.2115,95.2112
85.8448,72.1419,65.5782,68.1519,78.054,93.1549
87.4222,73.4342,66.2884,67.8849,77.2401,92.1186
89.7651,75.4935,67.7387,68.7106,77.5327,91.687
92.7146,78.0268,69.6535,70.2977,78.3019,92.1441
95.4896,80.5107,71.9849,71.8868,79.427,92.9336
98.0242,82.9,73.8986,73.3163,80.7397,93.5144
100.6289,85.4942,76.02,75.19,81.7523,94.2509
103.1159,87.8165,77.9355,76.6782,82.9024,94.9705
105.4349,90.0805,80.2315,78.382,84.1125,95.6371
107.7599,92.285,82.2088,79.9956,85.1434,96.3912
110.0699,94.3012,84.2964,81.4738,85.9846,96.9902
112.4626,96.5116,85.9949,82.9093,87.0344,97.6885
114.8009,98.5687,88.1173,84.2831,88.2055,98.3786
