77.3645,72.9221,70.7861,69.2745,68.0733,67.3134,66.716
72.0996,67.0681,64.0891,61.9922,60.3197,59.0998,58.2527
69.3297,63.5057,60.2221,57.8838,55.8337,54.5721,53.3196
68.6201,62.0469,58.5376,55.9399,54.0187,52.3887,51.1499
68.2305,61.0166,57.3218,54.721,52.5543,51.034,49.5748
67.8215,60.172,56.2009,53.5849,51.4402,49.7485,47.8847
67.3988,59.3631,54.6568,51.2318,48.5711,46.4425,44.4483
63.6502,55.7339,51.0435,47.8559,45.318,43.1924,41.2482
60.1486,52.3123,47.7653,44.644,42.1677,40.134,38.4081
56.9926,49.1639,44.6139,41.6747,39.4032,37.5493,35.8239
54.151,46.3647,41.8957,39.1855,37.0228,35.2171,33.5909
51.7215,44.0688,39.6374,37.0028,34.8901,33.247,31.7516
49.8747,42.2963,37.7746,35.2357,33.2575,31.7446,30.3627
48.6003,41.0244,36.4889,33.9997,32.1413,30.6593,29.2724
47.6504,40.0692,35.5891,33.1171,31.3451,29.8428,28.486
47.116,39.6394,35.1084,32.6355,30.815,29.3188,28.0002
46.9961,39.4743,34.8851,32.3622,30.5076,29.0136,27.7297
47.155,39.589,34.8574,32.2883,30.3719,28.9349,27.6852
47.3964,39.7976,34.9599,32.3447,30.3969,28.909,27.653
47.6492,40.0206,35.0809,32.3845,30.4224,28.9538,27.6738
47.9377,40.2469,35.1853,32.4345,30.4748,28.9776,27.6857
48.1987,40.476,35.3312,32.4905,30.5388,28.9949,27.7182
48.4668,40.7325,35.4906,32.5691,30.5761,29.0541,27.7426
48.7268,40.9515,35.6377,32.6601,30.6162,29.103,27.7855
48.9868,41.1961,35.7936,32.7386,30.6666,29.1542,27.7747
49.2433,41.4573,35.9717,32.8301,30.7467,29.1948,27.8278
49.4875,41.7021,36.1216,32.9051,30.814,29.2476,27.8472
49.7313,41.9495,36.3152,33.016,30.9046,29.3139,27.9023
49.9836,42.1909,36.5191,33.0933,30.9569,29.3584,27.9414
50.2282,42.444,36.7041,33.2092,31.0708,29.3809,28.0043
