362.3658,331.1819,299.3957,267.4571,235.8483,204.4825,173.2807
343.9243,315.1828,285.2387,254.7124,223.5412,192.3596,161.0374
333.4,305.1388,277.6528,247.7352,217.4278,186.6513,155.8506
330.7105,302.6149,275.8682,247.1057,216.8856,186.2764,155.8777
329.1687,301.4611,274.6661,247.703,218.1122,187.5842,157.3183
327.863,300.5774,273.9676,248.3448,219.4681,189.5717,159.0502
327.2742,300.4493,273.9487,249.2242,221.0413,191.4805,161.1901
327.1086,300.3989,273.6053,249.3659,222.0676,192.9278,160.6853
319.803,294.0429,269.9564,246.3844,218.9459,185.4414,150.2753
302.4149,277.6798,254.4904,231.9641,207.1388,174.9775,140.5185
286.8582,262.6852,240.4442,218.6867,195.7293,165.1808,131.6599
272.7303,249.5268,227.8744,206.9036,185.5386,156.5101,123.9948
260.5065,237.7338,216.988,196.5758,176.4011,149.6485,118.4761
249.9068,227.9884,208.034,188.466,169.3637,144.6716,114.5773
242.1672,220.9607,201.6454,182.5119,163.9616,141.0236,111.9057
236.4558,215.5581,196.5608,177.717,159.5463,138.461,110.2431
232.2761,211.5363,192.8462,174.2696,156.4527,136.8116,109.6819
229.0529,208.6878,190.3811,172.0803,154.7384,136.4809,110.4708
227.386,207.1259,189.0925,171.3174,154.3916,137.0279,112.0241
226.5744,206.7878,189.0874,171.5659,154.9655,138.1683,114.431
227.1599,207.5678,190.0802,172.6503,156.0274,139.688,117.212
228.3703,208.7982,191.3872,174.0074,157.2778,141.2563,120.0161
229.7683,210.1695,192.6806,175.362,158.5529,142.7676,122.6295
231.1451,211.5035,193.9365,176.6816,159.8433,144.104,125.0633
232.5053,212.8163,195.2112,177.9723,161.15,145.3808,127.2278
233.8424,214.1329,196.4528,179.2612,162.4192,146.6208,129.2787
235.1614,215.4236,197.6861,180.5201,163.6913,147.9698,131.1299
236.461,216.7111,198.9198,181.7965,164.9536,149.2841,132.8665
237.7551,217.9908,200.1445,183.0571,166.2565,150.5173,134.5836
239.0486,219.2802,201.3213,184.3152,167.476,151.695,136.2372
