71.5771,14.0353
70.2484,8.41845
68.342,6.49038
68.0531,5.12399
67.9376,4.03397
67.3021,3.11959
67.3599,3.01363
67.3021,2.96212
67.3599,2.91647
67.3599,2.89049
67.3021,2.8591
67.3021,2.84876
96.8804,16.0011
95.5517,10.8229
94.223,8.90802
93.0676,7.62403
92.4321,6.59662
92.6632,5.8853
92.4321,5.79042
92.201,5.74131
92.3744,5.69957
92.1433,5.67726
91.5078,5.65465
91.45,5.65131
98.7868,16.6024
97.6892,11.4126
96.6493,9.50251
94.3963,8.15049
93.7031,7.06344
95.2629,6.29772
95.0895,6.20476
93.9341,6.14487
93.7608,6.09362
93.6453,6.07616
92.8943,6.05768
92.7787,6.05583
99.5378,17.1402
98.498,11.99
98.0936,10.1099
97.4581,8.73234
96.4183,7.60514
97.2848,6.76516
97.1693,6.68504
96.5338,6.63802
96.0716,6.58145
96.0139,6.55646
95.7828,6.53692
95.3784,6.53046
99.7112,17.652
99.3645,12.6051
99.249,10.6984
98.7868,9.29766
98.498,8.21828
98.2669,7.32838
98.3247,7.26302
98.0936,7.1989
97.9781,7.15758
97.8047,7.13666
97.5159,7.12253
97.227,7.11317
99.9422,18.2047
99.7689,13.2049
99.8267,11.2952
99.6534,9.91406
99.3645,8.80931
99.1335,7.8576
99.249,7.78136
99.249,7.73983
99.1912,7.71348
99.1335,7.70729
99.0757,7.69176
98.9024,7.68271
100,18.7573
100,13.7942
99.8845,11.8775
99.9422,10.4817
99.8845,9.35462
99.4223,8.32084
99.4223,8.24257
99.4223,8.22115
99.3645,8.19842
99.3645,8.19323
99.3645,8.17563
99.249,8.17195
100,19.3293
100,14.3504
100,12.4329
100,11.0349
99.9422,9.91122
99.6534,8.78431
99.6534,8.71826
99.6534,8.70007
99.6534,8.68801
99.6534,8.68567
99.6534,8.67992
99.6534,8.68505
100,19.8456
100,14.8784
100,12.9699
100,11.5782
100,10.4519
99.7689,9.23095
99.7689,9.17624
99.7689,9.16603
99.7689,9.16167
99.7689,9.16101
99.7689,9.16452
99.7689,9.17157
100,20.3922
100,15.425
100,13.4837
100,12.1046
100,10.9857
99.7689,9.66884
99.7689,9.62716
99.7689,9.61934
99.7689,9.61972
99.7689,9.62588
99.7689,9.6385
99.7689,9.65142
100,20.9347
100,15.9613
100,14.0236
100,12.6443
100,11.4807
99.8267,10.1381
99.8267,10.1029
99.8267,10.0953
99.8267,10.1025
99.8267,10.1124
99.8267,10.1273
99.8267,10.1411
100,21.4741
100,16.5016
100,14.5284
100,13.1729
100,12.0034
99.8267,10.5768
99.8267,10.5413
99.8267,10.5401
99.8267,10.5532
99.8267,10.565
99.8267,10.5767
99.8267,10.5883
100,21.9993
100,17.022
100,15.0432
100,13.6897
100,12.4883
99.8267,11.0292
99.8267,10.9993
99.8267,11.0035
99.8267,11.0138
99.8267,11.0211
99.8267,11.0389
99.8267,11.0532
100,22.5277
100,17.5359
100,15.5261
100,14.1682
100,12.9611
99.8845,11.4492
99.8845,11.4315
99.8845,11.4415
99.8845,11.4506
99.8845,11.4571
99.8845,11.4756
99.8845,11.4929
100,23.0035
100,18.0338
100,15.992
100,14.6581
100,13.4085
99.9422,11.8515
99.9422,11.8421
99.9422,11.8523
99.9422,11.8627
99.9422,11.8694
99.9422,11.8826
99.9422,11.8993
100,23.4841
100,18.5078
100,16.4517
100,15.096
100,13.84
99.9422,12.236
99.9422,12.2235
99.9422,12.2342
99.9422,12.2488
99.9422,12.2538
99.9422,12.2683
99.9422,12.2835
100,23.9229
100,18.9441
100,16.9084
100,15.551
100,14.2668
99.9422,12.6303
99.9422,12.6251
99.9422,12.6362
99.9422,12.6562
99.9422,12.6607
99.9422,12.6775
99.9422,12.6929
100,24.3659
100,19.4238
100,17.3516
100,16.0001
100,14.717
99.9422,13.0156
99.9422,13.0195
99.9422,13.0334
99.9422,13.0526
99.9422,13.061
99.9422,13.0822
99.9422,13.0987
100,24.8147
100,19.8655
100,17.7846
100,16.4285
100,15.1323
100,13.4241
100,13.4244
100,13.4447
100,13.4668
100,13.4744
100,13.4948
100,13.51
100,25.2288
100,20.2696
100,18.2371
100,16.8752
100,15.575
100,13.8094
100,13.8213
100,13.8423
100,13.8716
100,13.8848
100,13.9017
100,13.9154
100,25.6397
100,20.7169
100,18.6775
100,17.3229
100,16.0014
100,14.2125
100,14.2206
100,14.239
100,14.2738
100,14.2922
100,14.3085
100,14.3239
100,26.0271
100,21.124
100,19.1007
100,17.7716
100,16.4051
100,14.5886
100,14.5996
100,14.6175
100,14.6504
100,14.6705
100,14.6903
100,14.7068
100,26.4288
100,21.5382
100,19.5408
100,18.1697
100,16.8272
100,14.973
100,14.9997
100,15.0239
100,15.0511
100,15.0759
100,15.0941
100,15.1082
100,26.807
100,21.9446
100,19.9943
100,18.5868
100,17.2528
100,15.3557
100,15.3918
100,15.4132
100,15.4412
100,15.4648
100,15.4839
100,15.4987
100,27.1816
100,22.3306
100,20.4234
100,19.0274
100,17.653
100,15.728
100,15.7764
100,15.8014
100,15.8284
100,15.8573
100,15.874
100,15.8892
