0, 0, 0, 0, 0, 692.2336
0, 0, 0, 0, 1, 787.7343
0, 0, 0, 0, 2, 575.0996
0, 0, 0, 0, 3, 604.5049
0, 0, 0, 0, 4, 392.0660
0, 0, 0, 1, 0, 696.0816
0, 0, 0, 1, 1, 741.5568
0, 0, 0, 1, 2, 558.1963
0, 0, 0, 1, 3, 557.7631
0, 0, 0, 1, 4, 372.9531
0, 0, 0, 2, 0, 703.0005
0, 0, 0, 2, 1, 698.2736
0, 0, 0, 2, 2, 552.7303
0, 0, 0, 2, 3, 513.1776
0, 0, 0, 2, 4, 361.8487
0, 0, 0, 3, 0, 710.5474
0, 0, 0, 3, 1, 666.5206
0, 0, 0, 3, 2, 557.5396
0, 0, 0, 3, 3, 476.6385
0, 0, 0, 3, 4, 359.1899
0, 0, 0, 4, 0, 717.5599
0, 0, 0, 4, 1, 639.2948
0, 0, 0, 4, 2, 563.0411
0, 0, 0, 4, 3, 447.8746
0, 0, 0, 4, 4, 357.9219
0, 0, 0, 5, 0, 724.5964
0, 0, 0, 5, 1, 613.6768
0, 0, 0, 5, 2, 568.5630
0, 0, 0, 5, 3, 420.5623
0, 0, 0, 5, 4, 356.4556
0, 0, 0, 6, 0, 731.2332
0, 0, 0, 6, 1, 589.3394
0, 0, 0, 6, 2, 573.7706
0, 0, 0, 6, 3, 394.8120
0, 0, 0, 6, 4, 355.5716
0, 0, 0, 7, 0, 737.4855
0, 0, 0, 7, 1, 566.6959
0, 0, 0, 7, 2, 578.6779
0, 0, 0, 7, 3, 370.3742
0, 0, 0, 7, 4, 355.3611
0, 0, 0, 8, 0, 743.5957
0, 0, 0, 8, 1, 546.6682
0, 0, 0, 8, 2, 583.4714
0, 0, 0, 8, 3, 348.0004
0, 0, 0, 8, 4, 354.7963
0, 0, 0, 9, 0, 749.4409
0, 0, 0, 9, 1, 529.7374
0, 0, 0, 9, 2, 588.0579
0, 0, 0, 9, 3, 328.7901
0, 0, 0, 9, 4, 354.0168
0, 0, 0, 10, 0, 755.0612
0, 0, 0, 10, 1, 515.0975
0, 0, 0, 10, 2, 592.4686
0, 0, 0, 10, 3, 312.1461
0, 0, 0, 10, 4, 353.6544
0, 0, 0, 11, 0, 760.5034
0, 0, 0, 11, 1, 502.0772
0, 0, 0, 11, 2, 596.7390
0, 0, 0, 11, 3, 297.2630
0, 0, 0, 11, 4, 353.2800
0, 0, 0, 12, 0, 765.8585
0, 0, 0, 12, 1, 490.9865
0, 0, 0, 12, 2, 600.9421
0, 0, 0, 12, 3, 284.0817
0, 0, 0, 12, 4, 351.9741
0, 0, 0, 13, 0, 771.0739
0, 0, 0, 13, 1, 481.9600
0, 0, 0, 13, 2, 605.0336
0, 0, 0, 13, 3, 272.7249
0, 0, 0, 13, 4, 351.2240
0, 0, 0, 14, 0, 776.1368
0, 0, 0, 14, 1, 476.0435
0, 0, 0, 14, 2, 609.0078
0, 0, 0, 14, 3, 263.9662
0, 0, 0, 14, 4, 351.1479
0, 0, 0, 15, 0, 780.9922
0, 0, 0, 15, 1, 472.0530
0, 0, 0, 15, 2, 612.8174
0, 0, 0, 15, 3, 257.8372
0, 0, 0, 15, 4, 351.3074
0, 0, 0, 16, 0, 785.7594
0, 0, 0, 16, 1, 469.6091
0, 0, 0, 16, 2, 616.5579
0, 0, 0, 16, 3, 253.3445
0, 0, 0, 16, 4, 351.8828
0, 0, 0, 17, 0, 790.5454
0, 0, 0, 17, 1, 468.1872
0, 0, 0, 17, 2, 620.3148
0, 0, 0, 17, 3, 249.9347
0, 0, 0, 17, 4, 353.0774
0, 0, 0, 18, 0, 795.2612
0, 0, 0, 18, 1, 468.0969
0, 0, 0, 18, 2, 624.0146
0, 0, 0, 18, 3, 247.9074
0, 0, 0, 18, 4, 354.3875
0, 0, 0, 19, 0, 799.8768
0, 0, 0, 19, 1, 469.1160
0, 0, 0, 19, 2, 627.6363
0, 0, 0, 19, 3, 246.7640
0, 0, 0, 19, 4, 355.5234
0, 0, 0, 20, 0, 804.3901
0, 0, 0, 20, 1, 471.3609
0, 0, 0, 20, 2, 631.1780
0, 0, 0, 20, 3, 246.9642
0, 0, 0, 20, 4, 356.7157
0, 0, 0, 21, 0, 808.8251
0, 0, 0, 21, 1, 473.9985
0, 0, 0, 21, 2, 634.6585
0, 0, 0, 21, 3, 248.0976
0, 0, 0, 21, 4, 357.9823
0, 0, 0, 22, 0, 813.2774
0, 0, 0, 22, 1, 476.6936
0, 0, 0, 22, 2, 638.1520
0, 0, 0, 22, 3, 249.4697
0, 0, 0, 22, 4, 359.1828
0, 0, 0, 23, 0, 817.6495
0, 0, 0, 23, 1, 479.3498
0, 0, 0, 23, 2, 641.5828
