94.0497,9.57267
92.6054,7.89512
92.0855,7.0124
91.6811,5.92755
91.7389,5.10152
91.3923,5.01645
90.9301,4.98794
90.9301,4.97468
90.8146,4.96387
90.4102,4.93732
90.3524,4.92942
96.5338,9.81617
95.2629,8.23347
93.472,7.35927
92.7787,6.2028
94.0497,5.37441
93.5297,5.28479
92.8365,5.25262
92.6632,5.23579
92.3166,5.2264
91.8544,5.20125
91.7966,5.19533
98.1514,10.0652
97.1115,8.64395
95.8406,7.74617
95.2629,6.48897
96.2449,5.67487
96.1872,5.59834
95.3784,5.57058
94.6274,5.55016
94.4541,5.54638
93.9919,5.52647
93.8764,5.5222
98.9024,10.3043
98.6713,9.02266
98.0358,8.12212
97.5737,6.84348
97.6892,6.02914
97.9203,5.97947
97.4581,5.95876
97.227,5.94578
96.9382,5.93131
96.9382,5.90685
96.6493,5.89584
99.6534,10.6183
99.7112,9.40866
99.4801,8.53212
98.9024,7.1978
98.8446,6.42196
98.7868,6.36915
98.7868,6.35413
98.6713,6.35456
98.498,6.34864
98.3824,6.33011
98.0936,6.31758
99.8845,10.8946
99.8267,9.81514
99.7112,8.9284
99.6534,7.5269
99.3645,6.77113
99.3645,6.71682
99.3645,6.71874
99.3645,6.72752
99.3645,6.7328
99.3645,6.70989
99.3068,6.7002
100,11.14
99.8845,10.2011
99.9422,9.31739
99.9422,7.8694
99.6534,7.09512
99.6534,7.05454
99.6534,7.07545
99.5956,7.09651
99.5956,7.10169
99.5956,7.07584
99.5956,7.07346
100,11.3918
100,10.5554
100,9.692
100,8.17747
99.7689,7.39505
99.7689,7.36577
99.7689,7.38731
99.7689,7.41604
99.7689,7.42386
99.7689,7.40554
99.7689,7.40347
100,11.6263
100,10.9086
100,10.0389
100,8.52435
99.7689,7.72589
99.7689,7.70732
99.7689,7.73855
99.7689,7.77617
99.7689,7.78616
99.7689,7.77333
99.7689,7.77424
100,11.8574
100,11.2542
100,10.4066
100,8.81676
99.7689,8.02142
99.7689,8.01516
99.7689,8.05207
99.7689,8.09564
99.7689,8.1122
99.7689,8.1073
99.7689,8.11172
100,12.087
100,11.5906
100,10.7674
100,9.14268
99.8267,8.35694
99.8267,8.35305
99.8267,8.39409
99.8267,8.44352
99.8267,8.46466
99.8267,8.45489
99.8267,8.45862
100,12.2966
100,11.9275
100,11.1091
100,9.43467
99.8267,8.67176
99.8267,8.67709
99.8267,8.72868
99.8267,8.78291
99.8267,8.8028
99.8267,8.79095
99.8267,8.7943
100,12.5109
100,12.2462
100,11.4377
100,9.71102
99.8267,8.98639
99.8267,9.00595
99.8267,9.05957
99.8267,9.11042
99.8267,9.12805
99.8267,9.11588
99.8267,9.1211
100,12.7127
100,12.5466
100,11.7596
100,9.95871
99.9422,9.28468
99.9422,9.31243
99.9422,9.37265
99.9422,9.42377
99.9422,9.43925
99.9422,9.42251
99.9422,9.42563
100,12.9041
100,12.8102
100,12.06
100,10.2078
99.9422,9.5429
99.9422,9.58654
99.9422,9.65194
99.9422,9.70401
99.9422,9.71841
99.9422,9.69965
99.9422,9.7038
100,13.0892
100,13.0945
100,12.3247
100,10.45
99.9422,9.8191
99.9422,9.86356
99.9422,9.93085
99.9422,9.98742
99.9422,10.0007
99.9422,9.98176
99.9422,9.98648
100,13.258
100,13.3521
100,12.6145
100,10.6807
99.9422,10.0815
99.9422,10.1409
99.9422,10.2097
99.9422,10.2655
99.9422,10.2803
99.9422,10.2628
99.9422,10.2679
100,13.4425
100,13.6191
100,12.8983
100,10.9204
99.9422,10.3462
99.9422,10.4092
99.9422,10.4809
99.9422,10.5379
99.9422,10.5522
99.9422,10.5359
99.9422,10.5437
100,13.5998
100,13.8876
100,13.1854
100,11.1539
100,10.6207
100,10.6994
100,10.7743
100,10.8361
100,10.8498
100,10.8311
100,10.8353
100,13.7559
100,14.1593
100,13.462
100,11.3884
100,10.8919
100,10.9755
100,11.0494
100,11.1143
100,11.13
100,11.1093
100,11.1151
100,13.9304
100,14.425
100,13.7496
100,11.6224
100,11.1422
100,11.225
100,11.3017
100,11.3706
100,11.3895
100,11.3688
100,11.3756
100,14.0898
100,14.6773
100,14.005
100,11.8473
100,11.3936
100,11.4901
100,11.5723
100,11.6394
100,11.6579
100,11.6374
100,11.6427
100,14.2482
100,14.9528
100,14.2773
100,12.1085
100,11.6496
100,11.7634
100,11.8471
100,11.9105
100,11.9296
100,11.9108
100,11.9153
100,14.4076
100,15.2296
100,14.551
100,12.3487
100,11.9074
100,12.032
100,12.1192
100,12.1839
100,12.2034
100,12.1804
100,12.1842
100,14.5626
100,15.4767
100,14.8299
100,12.5788
100,12.146
100,12.2889
100,12.3805
100,12.4442
100,12.4651
100,12.44
100,12.4446
